"outcome","idea","user.submitted","ffvar","experts","mturkers"
"material_hardship","Household size",FALSE,"cf1adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cf1kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cf2adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cf2kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cf3adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cf3kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cf4adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cf4kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cf5adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cf5kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cm1adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cm1kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cm2adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cm2kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cm3adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cm3kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cm4adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cm4kids",36.8421,53.23
"material_hardship","Household size",FALSE,"cm5adult",36.8421,53.23
"material_hardship","Household size",FALSE,"cm5kids",36.8421,53.23
"material_hardship","Income to poverty ratio",FALSE,"cf1inpov",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf2povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf2povcob",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf3povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf3povcob",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf4povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf4povcob",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf5povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cf5povcob",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cm1inpov",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cm2povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cm3povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cm4povco",85.2941,71.9626
"material_hardship","Income to poverty ratio",FALSE,"cm5povco",85.2941,71.9626
"material_hardship","Mother's age at childbirth",FALSE,"cm1age",52.9412,51.7677
"material_hardship","Mother's age at childbirth",FALSE,"cm2fbir",52.9412,51.7677
"material_hardship","Mother's education",FALSE,"cm5edu",66.1972,55.6054
"material_hardship","Mother's incarceration",FALSE,"m3i29",86.4407,75.853
"material_hardship","Mother's multiple-job holding",FALSE,"m2k14a",39.6552,54.0342
"material_hardship","Mother's multiple-job holding",FALSE,"m3k17",39.6552,54.0342
"material_hardship","Mother's multiple-job holding",FALSE,"m3k18",39.6552,54.0342
"material_hardship","Mother's non-standard work hours",FALSE,"m2k13a",62.2642,46.7822
"material_hardship","Mother's non-standard work hours",FALSE,"m3k16a",62.2642,46.7822
"material_hardship","Mother's non-standard work hours",FALSE,"m4k16a",62.2642,46.7822
"material_hardship","Mother's non-standard work hours",FALSE,"m5i16a",62.2642,46.7822
"material_hardship","Mother's non-standard work hours",FALSE,"m5k17l",62.2642,46.7822
"material_hardship","Mother's prenatal smoking",FALSE,"m1g4",42.1053,40.1786
"material_hardship","Never-married mother",FALSE,"cm5relf",60.3448,46.2963
"material_hardship","Number of books in the home",TRUE,"f4b27",NA,39.7727
"material_hardship","Number of books in the home",TRUE,"f5k14e",NA,39.7727
"material_hardship","Number of books in the home",TRUE,"m4b27",NA,39.7727
"material_hardship","Number of books in the home",TRUE,"m5k14e",NA,39.7727
"material_hardship","Number of parental romantic relationships",FALSE,"f3a13",37.2549,43.5115
"material_hardship","Number of parental romantic relationships",FALSE,"f5a10",37.2549,43.5115
"material_hardship","Number of parental romantic relationships",FALSE,"f5a101",37.2549,43.5115
"material_hardship","Number of parental romantic relationships",FALSE,"m3a13",37.2549,43.5115
"material_hardship","Number of parental romantic relationships",FALSE,"m5a10",37.2549,43.5115
"material_hardship","Number of parental romantic relationships",FALSE,"m5a101",37.2549,43.5115
"material_hardship","Parent's mental health",TRUE,"m5g2a_101",66.6667,NA
"material_hardship","Parents are in cohabiting partnership",FALSE,"cf2cohm",36,33.6538
"material_hardship","Parents have savings account",TRUE,"m5j6h",NA,36.4286
"material_hardship","School quality",FALSE,"f5k5d",34.0909,56.4039
"material_hardship","School quality",FALSE,"f5k5e",34.0909,56.4039
"material_hardship","School quality",FALSE,"m4i0",34.0909,56.4039
"material_hardship","School quality",FALSE,"m4i0b",34.0909,56.4039
"material_hardship","School quality",FALSE,"p5l13f",34.0909,56.4039
"material_hardship","School quality",FALSE,"p5l1a",34.0909,56.4039
"material_hardship","School quality",FALSE,"t5c7f",34.0909,56.4039
"material_hardship","School quality",FALSE,"t5g4_104",34.0909,56.4039
